Type,Response,Actual Max,Actual Min
Boxplot,.85,0.6112477871430064,0.514226997521614
Barchart,.95,0.9114241426886616,0.9073096841683221
Barchart,.20,0.788276979557673,0.1502327671048158
Barchart,.33,0.7786450657939501,0.3542528704168453
Barchart,.60,0.53565187320298,0.4048764381772807
Barchart,.75,0.7894357809222721,0.7100875117877958
Barchart,.66,0.36398761890996556,0.1007460378343128
Barchart,.80,0.46288621882514125,0.3626417195919647
Barchart,.5,0.6362114893851356,0.3042394188706583
Barchart,.05,0.9913334246007766,0.5594545840413474
Barchart,.15,0.834638263794464,0.020811479858391158
Barchart,.1,0.9567760030307104,0.5242158201652027
Barchart,.99999,0.37487044879660547,0.3479184905921233
Barchart,.33,0.6477473883187477,0.006189469433151018
Barchart,.15,0.8522111257990939,0.002590636161679427
Barchart,.7,0.7036150334019797,0.6008390592081769
Barchart,.99999999,0.02067603398479201,0.020314360825524513
Barchart,.66,0.6684673888705506,0.48759478947589074
Barchart,.95,0.21486036888746796,0.18140911339815147
Barchart,.5,0.5554184591335145,0.20663016232252907
Barchart,.9,0.149900315790376,0.09984876821491628
Piechart,0.33,0.19576489950438836,0.07324900726705197
Piechart,0.50,0.8948718680442898,0.44646700227307057
Piechart,0.9,0.8495672328135075,0.8312558800512416
Piechart,0.8,0.8723345389793317,0.4825387893546179
Piechart,0.5,0.9669128224939316,0.6747303047137337
Piechart,0.33,0.2201609716496823,0.10182191994628864
Piechart,0.5,0.7397104484062793,0.3328748175616766
Piechart,0.2,0.7541295825471279,0.12507265859634453
Piechart,0.15,0.9448406679366688,0.16147112980219158
Piechart,0.33,0.6970967098752636,0.3074502313331614
Piechart,0.70,0.6379517379279913,0.46813128510968804
Piechart,0.9,0.8534485417061123,0.8163015713747556
Piechart,0.9,0.9509165876636807,0.8780832300016634
Piechart,0.01,0.8900503785229271,0.010449629193055587
Piechart,0.9,0.431974636218143,0.41755212997041224
Piechart,0.95,0.9204122188124446,0.8417452225723233
Piechart,0.4,0.6530524794253757,0.36453192684328495
Piechart,0.65,0.4022930999577765,0.2924676637279565
Piechart,0.05,0.6129163210803352,0.014353492610281404
Piechart,0.33,0.8727101136422252,0.4392798070445829
Boxplot,0.80,0.8771867576909669,0.7539573364291418
Boxplot,0.3,0.8644788232137304,0.5934031359185176
Boxplot,0.7,0.6797813976073286,0.5971506526421881
Boxplot,0.9,0.6912058669562364,0.6322834932178759
Boxplot,0.5,0.5935777348248907,0.36044677578436557
Boxplot,0.9,0.8123881680209158,0.8112215648068916
Boxplot,0.6,0.7889235362864118,0.5354918653986195
Boxplot,0.8,0.7069108782842001,0.612424744203308
Boxplot,0.2,0.752407219045846,0.15464950619604778
Boxplot,0.9,0.6960147227145395,0.6802443469864107
Boxplot,0.70,0.4461712174374157,0.3215280788062388
Boxplot,0.8,0.6112384198323746,0.5708386380136619
Boxplot,0.7,0.6697363322755697,0.4638603782710129
Boxplot,0.6,0.9395325182092009,0.6000465345496427
Boxplot,0.8,0.9034578222184863,0.6601475363323898
Boxplot,0.5,0.6613263764920664,0.4034331003289705
Boxplot,0.9,0.6155109086369676,0.6083018161600386
Boxplot,0.95,0.7260127393700948,0.6870509529034815
Boxplot,0.4,0.6269501810131707,0.2833120995240761
Boxplot,0.9,0.5158711582084842,0.3903560316130317
Barchart,0.2,0.8719410488786618,0.40645502404008016
Barchart,0.1,0.9959579538109056,0.8116453610755295
Barchart,0.65,0.4452824378981646,0.1701298065404674
Barchart,0.5,0.7788283640823169,0.6070537106165416
Barchart,0.8,0.2663445629035479,0.011461456871164177
Barchart,0.85,0.5669774803043911,0.4660863916022656
Barchart,0.2,0.9238459375272347,0.4788530201638205
Barchart,0.8,0.5289149893700926,0.41773548710066866
Barchart,0.45,0.6211753766238632,0.07541026732524558
Barchart,0.85,0.4073838519706222,0.30421097401059005
Barchart,0.8,0.6869865426521174,0.5034343040508222
Barchart,0.8,0.7984733203715869,0.7201733812408361
Barchart,0.9,0.8037829326572903,0.7879999654608263
Barchart,0.55,0.5081560265906572,0.07202730084177333
Barchart,0.95,0.9164441432047608,0.9012457974940263
Barchart,0.6,0.6083042446815894,0.019042214597603246
Barchart,0.7,0.509660971798583,0.07183420611847346
Barchart,0.1,0.9763361094766874,0.17948805983955385
Barchart,0.1,0.9939584329234369,0.9076956020810656
Barchart,0.9,0.1655841218158326,0.08897539010098554
Piechart,0.09,0.09466786863254018,0.021356699805941126
Piechart,0.4,0.4308220788782062,0.38827470207686443
Piechart,0.9,0.6469409936769499,0.5759528270876668
Piechart,0.04,0.7602185878390251,0.032432521064121644
Piechart,0.03,0.7321757583224906,0.023923696956811957
Piechart,0.9,0.35330591096173936,0.3505061798610718
Piechart,0.2,0.5127662881342958,0.1358781603410062
Piechart,0.03,0.6657280120250042,0.03101463389440462
Piechart,0.6,0.7510706559824281,0.4080254015911575
Piechart,0.07,0.892137142816654,0.0676709216170106
Piechart,0.7,0.7166570739066891,0.4924033477679459
Piechart,0.04,0.30264661167313056,0.022537360298755527
Piechart,0.333,0.7885959407019443,0.36999524381818705
Piechart,0.09,0.8850464490921086,0.12862910463534138
Piechart,0.9,0.5105774890272701,0.3823233523014484
Piechart,0.333,0.9739010612314243,0.4341738855645465
Piechart,0.6,0.7493827354901879,0.47132385897711204
Piechart,0.08,0.33452319969078914,0.028813144991130635
Piechart,0.27,0.9811076741170339,0.3196853144886793
Piechart,0.9,0.36712417487199356,0.31892997481581653
Boxplot,0.8,0.85191856741427,0.6937513105693518
Boxplot,0.8,0.8790370970187569,0.7704538308900626
Boxplot,0.7,0.6490213912675948,0.49046796925910563
Boxplot,0.8,0.8697954227345834,0.6185934317506012
Boxplot,0.95,0.5719147802244038,0.5170022988711203
Boxplot,0.5,0.774003104727482,0.38464173495159915
Boxplot,0.6,0.6280370818067662,0.41587259071213456
Boxplot,0.8,0.6220302128061401,0.4773950063554877
Boxplot,0.6,0.7836814765606486,0.5144736165202188
Boxplot,0.5,0.8112900301887094,0.43467252912872767
Boxplot,0.8,0.6906551609860228,0.5483211788307942
Boxplot,0.45,0.8782758987216726,0.4415024983265201
Boxplot,0.8,0.8635870664094536,0.626108899405956
Boxplot,0.6,0.8749641149341931,0.5238052601037797
Boxplot,0.85,0.704327199638926,0.5748053702075404
Boxplot,0.15,0.9728699122116606,0.2198594300614698
Boxplot,0.9,0.8931543330191722,0.7120940931414967
Boxplot,0.8,0.7851426907947914,0.6538283323077532
Boxplot,0.85,0.9301070589324427,0.7413969435126673
Boxplot,0.6,0.8993017429458792,0.4947055116380987
Barchart,0.15,0.8791518628126993,0.23317475569590673
Barchart,0.8,0.8904552042520995,0.8300731977810905
Barchart,0.98,0.1724097320301783,0.14391563435123556
Barchart,0.25,0.8022823013085023,0.26066062073584106
Barchart,0.95,0.4934817086882879,0.419678179458463
Barchart,0.8,0.8296865025245868,0.7600348148336094
Barchart,0.7,0.8010994442207764,0.6796470871636531
Barchart,0.08,0.9790671380318121,0.5939488258538916
Barchart,0.92,0.3270282574308985,0.1617747827393039
Barchart,0.99,0.07146947242817348,0.03702091634871163
Barchart,0.4,0.7859235695024112,0.36517995101603584
Barchart,0.9,0.737054427897839,0.6915236807086855
Barchart,0.11,0.9352236952951516,0.4239627944568858
Barchart,0.99,0.16934306517444941,0.16325088883049865
Barchart,0.23,0.8623619363497645,0.46808884122656713
Barchart,0.36,0.6578420952392907,0.07187971023839146
Barchart,0.5,0.5675801364227633,0.11280442943427649
Barchart,0.8,0.6501534648866991,0.5294077509639716
Barchart,0.98,0.214691117646864,0.17591133886283528
Barchart,0.75,0.664517151282987,0.46246177669174826
Piechart,0.66,0.8844215638729471,0.569568083779836
Piechart,.5,0.7094469682903211,0.4040370142253069
Piechart,.75,0.8921902298740412,0.5517194829677026
Piechart,.5,0.3371090791766498,0.09233088856193383
Piechart,.01,0.7723205403564011,0.026351655276734
Piechart,.33,0.44766502153447885,0.2985367657899056
Piechart,.75,0.9937656563192439,0.6494677203228045
Piechart,0.1,0.8291208343979353,0.11124026260966646
Piechart,.75,0.6999844512594711,0.5567547059779689
Piechart,.05,0.9801199051921701,0.06312944083940386
Piechart,.01,0.8315976137438799,0.02576277676608396
Piechart,.2,0.48597011196577444,0.0987800975392612
Piechart,.8,0.5683744160090871,0.4503983373797831
Piechart,.66,0.9807177677907772,0.6274501566586845
Piechart,.9,0.5546941340508453,0.43270457249427774
Piechart,.75,0.977706500932475,0.6008581125711356
Piechart,.2,0.7970609148523808,0.18488197573497644
Piechart,.66,0.6311916143600524,0.2970431763577708
Piechart,0.9,0.3165934127928631,0.2706046705051457
Piechart,.95,0.801078679014505,0.7968140926341831
Boxplot,.4,0.7748778387794444,0.29033316626487826
Boxplot,.5,0.5594705252544276,0.291843188328506
Boxplot,.5,0.4984255758792173,0.26791727286106504
Boxplot,.66,0.6707253059995362,0.4094157761399193
Boxplot,.66,0.7349272434868521,0.4388913795377183
Boxplot,.9,0.8276098231270881,0.7201735355960381
Boxplot,0.99,0.514445284560094,0.514344235139848
Boxplot,.66,0.6990290210028323,0.4357222527914073
Boxplot,.9,0.9091153062426605,0.8281112548941703
Boxplot,.95,0.7134136325772711,0.6518511180381314
Boxplot,.8,0.7746568190738043,0.6407821603243826
Boxplot,.75,0.8037984325612888,0.6573630965705226
Boxplot,.9,0.6878524549217668,0.6542125934642717
Boxplot,.9,0.739918097245053,0.6404730404886869
Boxplot,.75,0.8462668064919552,0.6175907517382369
Boxplot,.9,0.8281888575780858,0.7117979184188363
Boxplot,.8,0.6158300752950894,0.49216721505189276
Boxplot,.75,0.8849623620181191,0.6391655551735729
Boxplot,.9999999,0.8281589519052099,0.8157526448980825
Boxplot,.4,0.9385653538464291,0.3960482291730403
Barchart,.9,0.6135809305411832,0.5605932179309272
Barchart,.4,0.8046387178648109,0.23444761097807953
Barchart,.66,0.8533928525673664,0.6599082381397221
Barchart,.01,0.9979902712156166,0.6107305987762566
Barchart,.4,0.7087592363108808,0.2626070102307414
Barchart,.5,0.539368995246317,0.07860133298645566
Barchart,.66,0.45586261632990044,0.20126750308546515
Barchart,.4,0.8165533742845905,0.32279274499357413
Barchart,.7,0.35896040390572304,0.002308612902726992
Barchart,.95,0.23971557518851205,0.2041430923384555
Barchart,.75,0.6377074437770891,0.4307302595156435
Barchart,.66,0.5920403108896968,0.2799626074221906
Barchart,.66,0.6744187144737595,0.47048108567100044
Barchart,.4,0.8962058856026129,0.6718500133921641
Barchart,.01,0.9960021668980921,0.05231183679478013
Barchart,.05,0.976690329338965,0.5104050542933796
Barchart,.33,0.9292608988276359,0.7566564909414122
Barchart,.5,0.575842311571841,0.21170231218268754
Barchart,.6,0.5621845249435804,0.23159040084740345
Barchart,.75,0.7802455399876265,0.6832528491397221
Piechart,0.85,0.7933001456020312,0.6065559666721525
Piechart,0.75,0.9867881260215423,0.8694848761304184
Piechart,0.95,0.5735652353459748,0.5644808638023404
Piechart,0.15,0.681505323934452,0.11951472606833069
Piechart,0.07,0.7687578196040552,0.06308332554723028
Piechart,0.70,0.677170693867579,0.0014135370167116523
Piechart,0.05,0.5231121144252988,0.029915581428131333
Piechart,0.8,0.9862925589449407,0.8243202557528475
Piechart,0.5,0.8691086139973423,0.44243108447067425
Piechart,0.80,0.37493815600208324,0.28406104810837696
Piechart,0.25,0.6302384594370536,0.1200464283147824
Piechart,0.75,0.8641853748482182,0.7005559497737588
Piechart,0.5,0.7618214649238462,0.38643598304771665
Piechart,0.85,0.6398893411011854,0.5702846201411487
Piechart,0.60,0.25270765814311646,0.15955994985528976
Piechart,0.85,0.9597794069852126,0.8727483353951768
Piechart,0.7,0.6661021320006462,0.08776526278691588
Piechart,0.15,0.33203739800015675,0.07498022394763382
Piechart,0.9,0.5898143727539473,0.5072248439905607
Piechart,0.9,0.23577913592029454,0.17097106435247134
Boxplot,0.5,0.9000169278971037,0.5015215959128818
Boxplot,0.25,0.6579979796886495,0.16352412627510038
Boxplot,0.25,0.734429341736105,0.2710697808565148
Boxplot,0.98,0.8600476793949641,0.8093697239725977
Boxplot,0.95,0.9479395162776205,0.9189615202039114
Boxplot,0.8,0.748756853910191,0.6810142821164702
Boxplot,0.9,0.3101897201597763,0.30874157179490247
Boxplot,0.75,0.6349010547140614,0.5297203596718218
Boxplot,0.33,0.8940831309416715,0.34824700354151705
Boxplot,0.66,0.9754703106066263,0.7282024526082862
Boxplot,0.3,0.7886870514595901,0.2940780544426258
Boxplot,0.6,0.72508082491011,0.45398281014658814
Boxplot,0.8,0.8314168025562554,0.7619797788958098
Boxplot,0.9,0.7374850624052223,0.700541425947037
Boxplot,0.9,0.6466612301174011,0.6392339654032408
Boxplot,0.95,0.7410050351719155,0.6439147641311751
Boxplot,0.6,0.7370751474117638,0.46603322785111834
Boxplot,0.7,0.7857986715174303,0.6115016975700998
Boxplot,0.4,0.9425658448182883,0.4423646241302899
Boxplot,0.9,0.43284643583670435,0.4061671535774518
Barchart,0.1,0.9152265861149043,0.33632305121237405
Barchart,0.55,0.5198426720972016,0.13135596558560714
Barchart,0.5,0.5477855625155175,0.08628222948433573
Barchart,0.8,0.26727740843186076,0.08694025539899974
Barchart,0.3,0.8068332478213276,0.33625690172902645
Barchart,0.28,0.7883112246091353,0.2729697530237527
Barchart,0.5,0.5479023786133845,0.020520149293949963
Barchart,0.6,0.6870450971081377,0.4390434272233166
Barchart,0.6,0.4528272485996847,0.029397479216882516
Barchart,0.1,0.9485652516701075,0.35383992395998587
Barchart,0.9,0.1031470092473139,0.01756708588702094
Barchart,0.33,0.6726753588391561,0.014317361486979152
Barchart,0.65,0.5508769814096679,0.29453262269930214
Barchart,0.25,0.7362896665933101,0.06091920956556174
Barchart,0.75,0.24814539962323057,0.013215232435946245
Barchart,0.25,0.7962721849037111,0.27647296187662285
Barchart,0.3,0.8996154339651024,0.6240671390543524
Barchart,0.45,0.7516603978915704,0.43304130732646184
Barchart,0.9,0.6515436793746572,0.6209529546267885
Barchart,0.55,0.7359107554136426,0.5059404714540512
Piechart,0.4,0.4561249152358191,0.30178978255735167
Piechart,0.8,0.9759816904559762,0.8172139763739121
Piechart,0.6,0.5650382908831812,0.38315154211649216
Piechart,0.05,0.8725080841580766,0.08749980454059703
Piechart,0.3,0.9667541158808657,0.38676845798241666
Piechart,0.3,0.17270464871328195,0.030336913354579886
Piechart,0.1,0.5436605030454154,0.10280023776145719
Piechart,0.5,0.32601724420901146,0.1815946511717743
Piechart,0.99,0.22769064902701164,0.20315515571655496
Piechart,0.95,0.9510623707768979,0.8834648409746804
Piechart,0.05,0.4188819560869792,0.03894433407549691
Piechart,0.4,0.5872784150623607,0.2434938906804982
Piechart,0.6,0.3082881276049876,0.1920398817249831
Piechart,0.5,0.3410578265582058,0.1991758341577483
Piechart,0.5,0.5280823153490204,0.293119834762406
Piechart,0.35,0.9696639791472872,0.44528634590234084
Piechart,0.9,0.383482927599738,0.36766351215385273
Piechart,0.7,0.46513702299674975,0.2955231801139431
Piechart,0.95,0.7309957432527883,0.6389918835630621
Piechart,0.7,0.43568460045983115,0.2689267447709265
Boxplot,0.5,0.6380456099646274,0.5988383132307324
Boxplot,0.25,0.7108932860221302,0.2415770494089775
Boxplot,0.5,0.6246947429470522,0.5624317274169817
Boxplot,0.4,0.6424379584035647,0.443084069001596
Boxplot,0.75,0.9365969318882805,0.8518266144956752
Boxplot,0.8,0.9559895448536246,0.5901875937209031
Boxplot,0.7,0.8423313977701188,0.6281510659226699
Boxplot,0.6,0.7462538168092125,0.6219787099706724
Boxplot,0.5,0.8514066001020637,0.7322031873124595
Boxplot,0.4,0.7070968554244066,0.6387843949415923
Boxplot,0.85,0.8392455679073165,0.48252658358092937
Boxplot,0.99,0.5299648997778463,0.36673187804428564
Boxplot,0.85,0.7194511166827369,0.5923729448008674
Boxplot,0.2,0.943303768523639,0.45458270670747036
Boxplot,0.85,0.6706069401845547,0.5682930664399499
Boxplot,0.7,0.759076386331438,0.463169547350585
Boxplot,0.35,0.9395365471706572,0.7875468999681541
Boxplot,0.2,0.5573167132612362,0.5089130907109825
Boxplot,0.7,0.8432792000394882,0.6527446660667455
Boxplot,0.5,0.7188799928489027,0.6987477343869761
Barchart,0.6,0.6015377469264924,0.27906484050907343
Barchart,0.05,0.9827652405458907,0.0897520837986423
Barchart,0.5,0.5765258792640218,0.15082000795843076
Barchart,0.95,0.43805641832766984,0.4177102475569969
Barchart,0.13,0.892220748465383,0.30684356395312506
Barchart,0.95,0.1697675624618582,0.12684147913565602
Barchart,0.25,0.6809533149345279,0.11719379454188572
Barchart,0.9,0.43798458597290435,0.407855186768568
Barchart,0.5,0.9454978546372599,0.8843989538101862
Barchart,0.14,0.8598519247576852,0.12579669083987888
Barchart,0.95,0.2800368745994499,0.2127510990898227
Barchart,0.3,0.7741201651488778,0.335704535952037
Barchart,0.6,0.6191400458412548,0.39554777814644937
Barchart,0.95,0.6980766438889938,0.6792683937789834
Barchart,0.6,0.7173209539521632,0.5411161918021221
Barchart,0.5,0.5361917962585574,0.02821968304733513
Barchart,0.20,0.9472055494413103,0.6400707643686561
Barchart,0.60,0.5020302437162321,0.2081059906482292
Barchart,0.80,0.42179418220817455,0.2948939922961167
Barchart,0.9,0.7275430831007421,0.6896958055572542
Piechart,0.2,0.5520374812078557,0.1174965682104876
Piechart,0.5,0.596222458931648,0.388113472055156
Piechart,0.1,0.9434986270522776,0.0894125679484532
Piechart,0.2,0.40134018140766403,0.09671640795581027
Piechart,0.2,0.9571000093460884,0.5594201036638964
Piechart,0.5,0.9858808282250306,0.915836608415699
Piechart,0.1,0.8498596520541284,0.09157225860933571
Piechart,0.25,0.16061752398839335,0.12524398278251114
Piechart,0.125,0.6327723457028154,0.0811634533452259
Piechart,0.99,0.5618988747959641,0.5230478522212307
Piechart,0.9,0.7074944219702015,0.5124767224889684
Piechart,0.05,0.9258266311872656,0.013708505119089276
Piechart,0.005,0.8290868419553881,0.010574162172480195
Piechart,0.4,0.8843746519034001,0.393660317241453
Piechart,0.7,0.7140957590663322,0.3990320053725689
Piechart,0.1,0.8614020846923838,0.048550330862040525
Piechart,0.8,0.6433362522031021,0.5612842881880753
Piechart,0.3,0.8745705823345349,0.3418085451363797
Piechart,0.2,0.8605971850512817,0.1617832762834257
Piechart,0.25,0.6274990048543583,0.2059161253735391
Boxplot,0.7,0.6646175792116282,0.5854358266543287
Boxplot,0.99,0.4677363906815075,0.4551243266174725
Boxplot,0.75,0.8829606280542672,0.66727111246353
Boxplot,0.6,0.6050192771445346,0.3431762751817289
Boxplot,0.7,0.8422565622344129,0.696703739694809
Boxplot,0.7,0.6120397448927519,0.4091118653309722
Boxplot,0.8,0.8744388736743183,0.6945790723252188
Boxplot,0.6,0.9306554648854073,0.6030695613630344
Boxplot,0.7,0.8703916223949439,0.6655972932678351
Boxplot,0.8,0.9590010630511885,0.845220033477968
Boxplot,0.9,0.6886370967625466,0.6850006360865477
Boxplot,0.7,0.8263817524688688,0.6176986995168738
Boxplot,0.8,0.925443485380496,0.7398707303009882
Boxplot,0.75,0.7897659951946412,0.6067568604719391
Boxplot,0.9,0.9663211113328036,0.8799362335084464
Boxplot,0.95,0.7187588611475613,0.6579432847279072
Boxplot,0.85,0.8016220210343818,0.652416687142064
