Type,Response,Actual Max,Actual Min
Boxplot,0.6,0.8033437230404421,0.4905468273482425
Boxplot,0.95,0.41631339370265863,0.4162232564544568
Boxplot,0.85,0.6079535598875059,0.606994974451669
Barchart,0.66,0.5425218214685077,0.18142939838736938
Barchart,0.4,0.7112805522048136,0.2489800959339239
Barchart,0.85,0.5946081285519897,0.5159214764025437
Barchart,0.5,0.7200072911755184,0.3216887094225753
Barchart,0.75,0.6618415046676644,0.48976397443853115
Barchart,0.2,0.9670303071642172,0.573376780230745
Barchart,0.01,0.9996362552480746,0.06266504460103639
Barchart,0.125,0.9637277055759421,0.2277399045257822
Barchart,0.66,0.5278784770459763,0.25653152970993753
Barchart,0.1,0.9376482910882853,0.11755265613467536
Barchart,0.8,0.5990605459139198,0.4407370889676694
Barchart,0.75,0.47245888299192096,0.18680094865947638
Barchart,0.5,0.9340261210387786,0.8339499822827949
Barchart,0.75,0.4612791881148828,0.10791072954010628
Barchart,0.8,0.3128014777331394,0.10324926164410253
Barchart,0.5,0.6613318771190277,0.2957369329423425
Barchart,0.25,0.8872848539176506,0.2720704987580991
Barchart,0.95,0.045724073322652936,0.008217054475787133
Barchart,0.8,0.16847116177955934,0.036957322690421845
Barchart,0.2,0.8158833707537239,0.48776268754528673
Piechart,.8,0.8981348195545715,0.7214584763284668
Piechart,.15,0.4350665999455787,0.03065495750048175
Piechart,.6,0.6633427204990978,0.35491675304248416
Piechart,.7,0.9432780185077203,0.7192121217672498
Piechart,.5,0.2942847684934866,0.16328701862134598
Piechart,.2,0.6720922283192974,0.11046123142978614
Piechart,.33,0.3728924882017688,0.16111147675384951
Piechart,.1,0.6802521123357808,0.04234074154619849
Piechart,.6,0.9699512924887774,0.586755382083197
Piechart,.35,0.5869550416529958,0.24529177805234537
Piechart,.45,0.6312216715521537,0.3064601280004704
Piechart,.1,0.27694177952856336,0.013206239174703649
Piechart,.65,0.21502706187513465,0.03505660621412621
Piechart,.2,0.9272371932635073,0.14550087116238508
Piechart,.2,0.7958640331124427,0.179461793689917
Piechart,.8,0.6260199947978402,0.023804872483085937
Piechart,.33,0.592720348780954,0.219208650001528
Piechart,.4,0.19022059164721816,0.046214218703583665
Piechart,.6,0.2709109793213389,0.14946821601102545
Piechart,.85,0.36766125543083295,0.2634842307141554
Boxplot,.66,0.9564476783972462,0.6447290026500168
Boxplot,.65,0.8094997039613934,0.48576354261943955
Boxplot,.8,0.6491793692868189,0.5189335316552819
Boxplot,.45,0.6811900881817836,0.3104650613100124
Boxplot,.75,0.6042884731491949,0.4403706742966349
Boxplot,.5,0.9764319310189722,0.4979248024358669
Boxplot,.95,0.556747882869409,0.5305136497844571
Boxplot,.95,0.5332849414328547,0.5305597944305966
Boxplot,.9,0.6946459846928723,0.6944639995338269
Boxplot,.75,0.6746047052795245,0.6498356697322547
Boxplot,.66,0.6274467494739739,0.3974860636750024
Boxplot,.75,0.7436822916314028,0.6503258812339281
Boxplot,.8,0.8077307606142541,0.6377695404419996
Boxplot,.5,0.8454710844514224,0.529290666942118
Boxplot,.75,0.9107908399403153,0.6995901343783684
Boxplot,.6,0.8794454485963288,0.5411954724016612
Boxplot,.8,0.8518261958602904,0.7478072145604904
Boxplot,.4,0.9595336044969986,0.4065771196745591
Boxplot,.7,0.8631595995696335,0.5823072283851334
Boxplot,.85,0.7022270327358813,0.5875945988749522
Barchart,.6,0.47460630607536936,0.07287710097237055
Barchart,.9,0.18793001817857813,0.0789406908090593
Barchart,.4,0.8063915151809173,0.5612457657397611
Barchart,.05,0.9946439604446391,0.2763062293027556
Barchart,.95,0.6680701898399191,0.6436845979630423
Barchart,.9,0.3426173867712794,0.28139985463750405
Barchart,.75,0.37121429933650685,0.12918271174874807
Barchart,.9,0.5283549575601356,0.4836720059656816
Barchart,.98,0.6042799398805454,0.5959769037734823
Barchart,.15,0.982654458031043,0.8105817893105765
Barchart,.99,0.6763876824740733,0.6648757899399216
Barchart,.1,0.9311304376075711,0.39445274239039096
Barchart,.66,0.46460577426888916,0.13614787580361498
Barchart,.2,0.9436041676416651,0.6304066236496031
Barchart,.95,0.5244274151512542,0.4864287021188667
Barchart,.33,0.762952541224297,0.22771089895875973
Barchart,.4,0.8264119028854335,0.5754078150079702
Barchart,.1,0.9065766101991721,0.07000808539971026
Barchart,.45,0.6184377467383557,0.11738971632787965
Barchart,.85,0.24064177603298842,0.1033917713779073
Piechart,0.9,0.0437986745307396,0.0059320130954076955
Piechart,0.7,0.6521612774409461,0.5216708750667601
Piechart,0.35,0.9467695025451788,0.4388618215473674
Piechart,0.85,0.9940077042536977,0.621394631553577
Piechart,0.95,0.8125076070449051,0.7009860991035594
Piechart,0.25,0.8436779710783492,0.32470602497108014
Piechart,0.85,0.9983580979662632,0.9021426486759216
Piechart,0.8,0.4981903802654146,0.3669856207773168
Piechart,0.3,0.31641446275952656,0.2039240640265062
Piechart,0.2,0.8539411410673853,0.23721511482176438
Piechart,0.05,0.8001767700556127,0.042556404467951836
Piechart,0.55,0.5658053468840368,0.3614565957680992
Piechart,0.3,0.7836427068452055,0.2514537835445485
Piechart,0.99,0.9306094892340753,0.9020510872930777
Piechart,0.1,0.7971010542297632,0.1315149487294076
Piechart,0.2,0.38134822402743096,0.1030163783166057
Piechart,0.3,0.9422889337841245,0.3846434446010242
Piechart,0.7,0.7714758845475309,0.5624657417829414
Piechart,0.7,0.8199600544705569,0.5469199007853273
Piechart,0.35,0.9524967618111906,0.3026494690687811
Boxplot,0.5,0.7849864090373551,0.5032068592310737
Boxplot,0.9,0.9749371192931188,0.943967981491083
Boxplot,0.85,0.7463295708295599,0.7367924264876016
Boxplot,0.85,0.79023951437954,0.6724133947767772
Boxplot,0.95,0.7850217821558619,0.44107559269020324
Boxplot,0.45,0.6489266570405536,0.36329805125737447
Boxplot,0.4,0.8475202676459275,0.5733109479555126
Boxplot,0.7,0.7878747719799972,0.7720957014918581
Boxplot,0.15,0.7664648148818521,0.6461081466285891
Boxplot,0.25,0.670215487434311,0.4271832694888069
Boxplot,0.3,0.8928347386542616,0.5626217445769603
Boxplot,0.2,0.9841106595960157,0.9041731244847179
Boxplot,0.9,0.8194879675774109,0.6887775431741897
Boxplot,0.7,0.8093127659207509,0.5525971301433401
Boxplot,0.5,0.6815444889457274,0.3621158230327345
Boxplot,0.4,0.8521467975832159,0.5193719915510902
Boxplot,0.3,0.307443462084668,0.281838242939239
Boxplot,0.15,0.832396626722022,0.7246837407542435
Boxplot,0.8,0.8282403822023007,0.7500976916559609
Boxplot,0.7,0.8844803967689906,0.7623424802223141
Barchart,0.15,0.8652538414091248,0.15494095761610815
Barchart,0.99,0.07089215668419169,0.06122148136812111
Barchart,0.75,0.7536158677138886,0.6428645563243044
Barchart,0.1,0.9944196827410009,0.9305059483775253
Barchart,0.35,0.6855743366801451,0.18365623519046625
Barchart,0.5,0.3569280416394722,0.3485612120080057
Barchart,0.9,0.4518377118675554,0.38092826677248537
Barchart,0.7,0.7694440484403651,0.6837148313196565
Barchart,0.85,0.5767515129162222,0.5167435090410684
Barchart,0.35,0.69596995494306,0.1626760476864343
Barchart,0.55,0.6532187511753585,0.3552395688699346
Barchart,0.25,0.7734500804751403,0.01959010919945192
Barchart,0.25,0.8719621398542436,0.48497412080082714
Barchart,0.95,0.5591048683352938,0.5396359525516199
Barchart,0.55,0.606058200865432,0.24275769596501307
Barchart,0.15,0.9259235438567276,0.38744614454018333
Barchart,0.2,0.8848304605604517,0.3945405511639103
Barchart,0.8,0.4836034806623294,0.3434679405846671
Barchart,0.97,0.5212127867927897,0.5090120913189551
Barchart,0.3,0.8648495612278683,0.46487819581794376
