Type,Response,Actual Max,Actual Min,Actual Dif,Error,cm-error
Barchart,0.75,0.9138886696393111,0.5504618153850147,0.6023291826150642,0.14767081738493582,3.896473534762869
Barchart,0.8,0.5798056831133607,0.430142040504198,0.741872756738914,0.05812724326108609,2.5699101141079477
Barchart,0.75,0.5016863747773479,0.3856823091073507,0.7687717436586141,0.018771743658614115,1.0015676214313598
Barchart,0.5,0.9297581147104559,0.40063716920920256,0.43090472981133215,0.06909527018866785,2.8144534241050185
Barchart,0.22,0.6754606593870329,0.13947119283964549,0.20648307329432453,0.013516926705675475,0.5623696035005767
Barchart,0.75,0.4375863367148376,0.2822704560057647,0.6450623164445655,0.10493768355543454,3.408544536133574
Barchart,0.8,0.7867707292791009,0.6128462887944244,0.7789388521811949,0.021061147818805193,1.1577647363476884
Barchart,0.15,0.6249401367017176,0.04290923704760985,0.0686613557485272,0.08133864425147279,3.0459434280328748
Barchart,0.25,0.8530977250937302,0.2193104824784018,0.257075451061959,0.007075451061959004,-0.26439965727129183
Piechart,0.85,0.0766088778444396,0.07284500786713344,0.9508690104435547,0.10086901044355467,3.352179557769578
Piechart,0.05,0.8454131148549904,0.05497370108576982,0.06502584372043861,0.015025843720438609,0.7027323329296031
Piechart,0.5,0.4237674456177167,0.2311757378282242,0.5455250048555389,0.0455250048555389,2.2257378032268615
Piechart,0.2,0.14807358395378745,0.03702914945440483,0.25007262244669737,0.05007262244669736,2.3595948901116004
Piechart,0.5,0.3890245250591522,0.3548313566579753,0.9121053656039354,0.4121053656039354,5.369310708860266
Piechart,0.75,0.2602447275656039,0.2021036729030985,0.7765908450619854,0.02659084506198539,1.4772030024306249
Piechart,0.9,0.2874389231655157,0.2767643384611502,0.9628631203220214,0.06286312032202135,2.6806196249653067
Piechart,0.1,0.1183811102076251,0.08578960874305253,0.7246900167821428,0.6246900167821429,5.967952506618406
Piechart,0.01,0.146574774880051,0.004803999385960322,0.032775075997160216,0.022775075997160214,1.2645409946016375
Piechart,0.075,0.2086727604191636,0.02020012902940893,0.09680290320994785,0.02180290320994785,1.2049484505610544
Piechart,0.2,0.28969214424627365,0.06712614696370256,0.23171545482654562,0.031715454826545614,1.7209549864553197
Piechart,0.75,0.8528279575125017,0.6896892484291937,0.8087085353543694,0.05870853535436937,2.5839651420783674
Piechart,0.6,0.6448927233456194,0.4900863207675561,0.7599501483363809,0.15995014833638088,4.010781166321869
Piechart,0.75,0.9970089480349676,0.6676172166637709,0.6696200851352399,0.08037991486476015,3.029097952662755
Piechart,0.75,0.5295697470326839,0.34353059341081194,0.6486975423647264,0.10130245763527357,3.358290160822498
Piechart,0.1,0.8243834400882744,0.06902764662706762,0.08373245175773568,0.016267548242264326,0.8088008693315346
Piechart,0.35,0.9869312558454136,0.3606277420260207,0.365403101675105,0.015403101675105002,0.7357909072994679
Piechart,0.75,0.9615065112459781,0.6803559889684436,0.7075937406672341,0.04240625933276587,2.126188518939191
Piechart,0.8,0.7484164864942104,0.4091499986532865,0.5466875810951976,0.2533124189048025,4.66994754452103
Piechart,0.95,0.057046458831845774,0.050163566873492105,0.879345850745229,0.07065414925477098,2.846075024302443
Boxplot,0.35,0.5681043331714632,0.3909774017105976,0.6882140812550257,0.3382140812550257,5.0851870256558005
Boxplot,0.9,0.8206063144443305,0.6162477772364565,0.750966409091972,0.14903359090802804,3.909615588453139
Boxplot,0.5,0.7567891007100822,0.4138276658062283,0.5468203300205314,0.04682033002053143,2.2651467081429546
Boxplot,0.85,0.6956478965225554,0.6899745755217286,0.9918445509155034,0.1418445509155034,3.8388968297272026
Boxplot,0.6,0.7367027208576107,0.5469711248257539,0.7424584019304472,0.14245840193044723,3.8450725065019777
Boxplot,0.9,0.9000816608990323,0.6666182553643549,0.7406197507662958,0.1593802492337042,4.0056716957756215
Boxplot,0.8,0.5784929027046526,0.2708205842658682,0.4681484993155303,0.3318515006844697,5.057889948524861
Boxplot,0.6,0.6135067457120797,0.5447255936971005,0.8878885154960326,0.28788851549603267,4.853688894688283
Boxplot,0.9,0.6025239932672479,0.5411564407112089,0.8981491969750994,0.0018508030249005936,-1.689286211640746
Boxplot,0.7,0.7342483301966076,0.6636154606227416,0.903802478440839,0.2038024784408391,4.357921276312543
Boxplot,0.2,0.7806598131352399,0.7409616550262992,0.9491479419831959,0.7491479419831959,6.2295839660579375
Boxplot,0.2,0.736782729430183,0.5554082808024731,0.7538291257614274,0.5538291257614274,5.7946215351914745
Boxplot,0.5,0.5266514806962643,0.5055858370388076,0.9600007890804622,0.46000078908046216,5.52747947413952
Boxplot,0.6,0.6652428222090905,0.6455629121737281,0.9704169524595383,0.3704169524595383,5.215938508558252
Boxplot,0.3,0.8078577520132877,0.6171293161854765,0.7639083918517946,0.4639083918517946,5.539650149235627
Boxplot,0.5,0.303176744808209,0.2504007793295655,0.8259234377886411,0.3259234377886411,5.031983719920845
Boxplot,0.5,0.6320107341950343,0.4609370110293949,0.7293183265573348,0.22931832655733475,4.527122436770744
Boxplot,0.5,0.8367007789870455,0.5364322571276272,0.6411279523093795,0.14112795230937947,3.8316538524515904
Boxplot,0.8,0.5987494899625887,0.5149208687611384,0.8599938328019484,0.059993832801948366,2.6145645733558682
Boxplot,0.3,0.9714638313660172,0.2855425811540149,0.2939302235807391,0.006069776419260875,-0.4501285124640778
Barchart,0.15,0.8553847599122446,0.12663145430296707,0.1480403442258644,0.0019596557741355936,-1.6395095139188152
Barchart,0.15,0.4106856213902774,0.04883166326558708,0.11890278286412663,0.031097217135873365,1.6936416010286104
Barchart,0.4,0.6443723470595104,0.25548896804115084,0.396492756411776,0.0035072435882240183,-1.0718021964472906
Barchart,0.95,0.25281432737929754,0.23982325927496007,0.9486141935110862,0.0013858064889137323,-1.9236836379451723
Barchart,0.95,0.6356881381937383,0.6052595093760169,0.9521327723619603,0.0021327723619603,-1.5637219982522756
Barchart,0.65,0.9796345956722909,0.5919081452067219,0.6042131911445152,0.045786808855484806,2.233790185928231
Barchart,0.15,0.8868834451585756,0.18255267711653178,0.20583615368295793,0.05583615368295794,2.5131408605559185
Barchart,0.6,0.5328341367527394,0.3131699982048626,0.5877438711292413,0.012256128870758665,0.4336142283831141
Barchart,0.4,0.3041686553484855,0.10932592918464734,0.3594253624174155,0.040574637582584505,2.064353039126189
Barchart,0.65,0.5117360733874055,0.34024436309048434,0.6648825064026808,0.01488250640268074,0.6899705980600888
Barchart,0.75,0.10507002286776568,0.07295648052184456,0.694360565750165,0.055639434249834974,2.5081607338887837
Barchart,0.8,0.5998777820309455,0.44910747583564525,0.7486649602443143,0.05133503975568576,2.3946524166251377
Barchart,0.35,0.9383871753320272,0.2274393930026164,0.24237265702415645,0.10762734297584353,3.4446318599871413
Barchart,0.15,0.5972766023844713,0.11152455030576958,0.18672177992664846,0.03672177992664846,1.924927626851735
Barchart,0.8,0.8176217171990716,0.5806676264423887,0.7101910507362537,0.08980894926374638,3.1868008120835745
Barchart,0.9,0.2652721687999058,0.21140331774631616,0.7969298803666706,0.10307011963332946,3.3829455240390076
Barchart,0.1,0.8885607220930161,0.09202575669317359,0.10356721201496027,0.0035672120149602693,-1.0537296737233934
Barchart,0.1,0.6426044855689452,0.05685988365394479,0.08848348390161412,0.011516516098385887,0.3523648763852411
Barchart,0.1,0.6833355507218974,0.06261734722215295,0.09163484492501815,0.008365155074981853,-0.05661796908473477
Barchart,0.25,0.8697916342968277,0.24379126468879186,0.2802869734265516,0.030286973426551622,1.6570442126959921
Piechart,0.8,0.3305972443635692,0.2514569693235327,0.7606142326068416,0.039385767393158466,2.022750139341687
Piechart,0.25,0.6262251741934242,0.17702287489751956,0.28268246342144326,0.032682463421443264,1.7626661703050548
Piechart,0.1,0.41113857469660897,0.06888679661047115,0.16755128526021842,0.06755128526021842,2.7824355158172565
Piechart,0.8,0.3849200825780912,0.3001989925929269,0.7798995328647828,0.020100467135217293,1.0942676354798981
Piechart,0.5,0.3671394321613151,0.20636556197994693,0.5620904318696915,0.06209043186969154,2.6631267040275843
Piechart,0.05,0.4792408540492248,0.03442153170399531,0.07182511969328002,0.02182511969328002,1.2063381313143282
Piechart,0.9,0.8585762897367468,0.001869483215444001,0.0021774223651310175,0.8978225776348691,6.490365676886862
Piechart,0.8,0.4552996781260914,0.3206976607139029,0.7043661046144829,0.09563389538551714,3.2762568722616847
Piechart,0.15,0.8911859278956036,0.11109449891119727,0.12465917092466841,0.025340829075331583,1.4109287596785653
Piechart,0.5,0.9570715377501758,0.4986377764095358,0.5210036624657154,0.02100366246571539,1.1540427916431035
Piechart,0.1,0.7359592316595498,0.10532732555421354,0.14311570671748475,0.04311570671748474,2.1494449498884305
Piechart,0.85,0.9771120364399141,0.853400504909031,0.8733906380054192,0.023390638005419184,1.3010396113630869
Piechart,0.99,0.11892249850323333,0.11528881920005075,0.9694449801432335,0.020555019856766443,1.1246603042120176
Piechart,0.2,0.4404091950607596,0.09780295358320057,0.22207291464409026,0.022072914644090252,1.2217480921327504
Piechart,0.1,0.4191200554241301,0.09763489704482264,0.23295209995623006,0.13295209995623006,3.7463353414831038
Piechart,0.2,0.4815010156187103,0.13701415699855055,0.28455631982934165,0.08455631982934164,3.1010839093877207
Piechart,0.5,0.6347629693550285,0.26446158434095457,0.4166304543720774,0.08336954562792259,3.0809909390374126
Piechart,0.33,0.535337909709426,0.2245451315869571,0.41944560158057387,0.08944560158057385,3.181032586787309
Piechart,0.5,0.6627697334935283,0.4328365695469145,0.653072323121015,0.15307232312101504,3.9478748614400296
Piechart,0.5,0.8509811562894527,0.50442682740815,0.592759103629992,0.09275910362999196,3.2328004708956044
Boxplot,0.5,0.7238576250697959,0.4689557320920688,0.6478563129687984,0.14785631296879842,3.898269435647364
Boxplot,0.8,0.5885023480211697,0.5607789105832841,0.9528915432009655,0.15289154320096543,3.9461838346943816
Boxplot,0.7,0.7479490439521175,0.6462374948907459,0.864012729364645,0.16401272936464506,4.046689494511176
Boxplot,0.8,0.9079580220417888,0.7367304229119078,0.8114146304420226,0.011414630442022511,0.3408049793606981
Boxplot,0.5,0.8680169554473387,0.6326939174819597,0.7288958049856255,0.22889580498562545,4.5244762407661625
Boxplot,0.5,0.7634713104525446,0.4833807066241158,0.6331353909521418,0.13313539095214177,3.748304406021414
Boxplot,0.6,0.9794478972999454,0.6493213181325129,0.6629462577054931,0.06294625770549311,2.6824891984832555
Boxplot,0.33,0.7400385286496185,0.3070293143454161,0.4148828776599865,0.08488287765998648,3.1065640318518746
Boxplot,0.5,0.9003950693923313,0.5218668030999496,0.5795975798181047,0.07959757981810467,3.015204587098091
Boxplot,0.5,0.960344971158242,0.4645580125003059,0.48374076654977116,0.016259233450228838,0.8081159243333752
Boxplot,0.5,0.7692099620205912,0.4445547467226991,0.5779368035678127,0.07793680356781274,2.985260026093307
Boxplot,0.95,0.9525587541665844,0.9173099302999144,0.9629956433527189,0.012995643352718966,0.510520777212368
Boxplot,0.9,0.9208705825968184,0.8473350648999056,0.9201456544636863,0.020145654463686324,1.0973178096963305
Boxplot,0.85,0.70369113711677,0.6328666264781959,0.8993528454418753,0.04935284544187535,2.3392185111935726
Boxplot,0.99,0.657177334767463,0.6293492842613735,0.9576551882819632,0.032344811718036826,1.7482384447118298
Boxplot,0.5,0.8371261190097725,0.49879663415777703,0.5958440703627766,0.09584407036277665,3.2793831914278653
Boxplot,0.66,0.7556069910003946,0.4001055087848444,0.5295153612265022,0.1304846387734978,3.7195628377187546
Boxplot,0.75,0.8946566373472882,0.7638807921884647,0.8538256581356375,0.10382565813563749,3.3933565876470273
Boxplot,0.7,0.6415247394067827,0.4795274761930963,0.7474808791263684,0.04748087912636845,2.2848362496143975
Boxplot,0.85,0.6112477871430064,0.5142269975216139,0.8412742071838476,0.008725792816152378,-0.003496592251195102
Barchart,0.95,0.09269031583167797,0.08857585731133844,0.955610696938273,0.0056106969382730965,-0.5435729560521346
Barchart,0.2,0.8497672328951842,0.21172302044232694,0.24915413568134395,0.04915413568134394,2.3335421123398907
Barchart,0.33,0.6457471295831547,0.2213549342060499,0.34278887828574606,0.012788878285746041,0.4894276681039436
Barchart,0.6,0.5951235618227193,0.46434812679702,0.7802549866700524,0.18025498667005246,4.181937280272724
Barchart,0.75,0.28991248821220417,0.21056421907772793,0.7263026866355735,0.023697313364426487,1.3188844566639908
Barchart,0.66,0.8992539621656872,0.6360123810900344,0.7072666986735493,0.04726669867354927,2.278481385385502
Barchart,0.8,0.6373582804080353,0.5371137811748588,0.8427187622493894,0.04271876224938931,2.136478920273963
Barchart,0.5,0.6957605811293417,0.3637885106148644,0.5228645032237551,0.022864503223755106,1.2699010898424117
Barchart,0.05,0.4405454159586526,0.008666575399223442,0.01967237675226847,0.03032762324773153,1.658902587988826
Barchart,0.15,0.9791885201416088,0.16536173620553585,0.16887630196238562,0.018876301962385628,1.0090821136084474
Barchart,0.1,0.47578417983479726,0.04322399696928958,0.09084790710001729,0.009152092899982714,0.056873827659889756
Barchart,0.9999899999999999,0.6520815094078767,0.6251295512033945,0.9586678079110755,0.0413221920889244,2.0899113779842744
Barchart,0.33,0.993810530566849,0.3522526116812523,0.3544464471314615,0.02444644713146149,1.3615689018256552
Barchart,0.15,0.9974093638383206,0.14778887420090614,0.1481727358485704,0.0018272641514295862,-1.7002798053918176
Barchart,0.7,0.39916094079182307,0.29638496659802027,0.7425199620235282,0.04251996202352826,2.1299411322408117
Barchart,0.99999999,0.9796856391744755,0.979323966015208,0.9996308273339882,0.0003691626660117242,-2.6266801644291964
Barchart,0.66,0.5124052105241093,0.33153261112944943,0.647012568022765,0.012987431977235064,0.5096889491263582
Barchart,0.95,0.8185908866018485,0.785139631112532,0.9591355632748613,0.009135563274861314,0.05457946479224152
Barchart,0.5,0.7933698376774709,0.4445815408664855,0.5603711154030807,0.06037111540308071,2.6234247968194766
Barchart,0.9,0.9001512317850837,0.850099684209624,0.9443965127102,0.044396512710199953,2.190504645798152
Piechart,0.33,0.1957648995043884,0.07324900726705197,0.3741682367599814,0.04416823675998138,2.183271698404807
Piechart,0.5,0.8948718680442898,0.44646700227307057,0.4989172396812609,0.0010827603187391066,-2.099890010767115
Piechart,0.9,0.8495672328135075,0.8312558800512416,0.978446258218288,0.07844625821828799,2.9945119905062945
Piechart,0.8,0.8723345389793317,0.4825387893546179,0.5531579546525909,0.24684204534740917,4.63280357327843
Piechart,0.5,0.9669128224939316,0.6747303047137337,0.6978191715085755,0.19781917150857553,4.315197912854994
Piechart,0.33,0.2201609716496823,0.10182191994628864,0.46248851094419474,0.13248851094419473,3.741343054320577
Piechart,0.5,0.7397104484062793,0.3328748175616766,0.4500069159207659,0.049993084079234085,2.3573573072939285
Piechart,0.2,0.7541295825471279,0.12507265859634453,0.16585035448934712,0.03414964551065289,1.8237349133426293
Piechart,0.15,0.9448406679366688,0.16147112980219158,0.17089773469934377,0.02089773469934378,1.1471591455002947
Piechart,0.33,0.6970967098752636,0.3074502313331614,0.4410438709259948,0.11104387092599477,3.489207281521871
Piechart,0.7,0.6379517379279913,0.468131285109688,0.7338036050033118,0.03380360500331181,1.8095628223515368
Piechart,0.9,0.8534485417061123,0.8163015713747556,0.9564742705434859,0.05647427054348586,2.5291780369046326
Piechart,0.9,0.9509165876636808,0.8780832300016634,0.9234072066815423,0.02340720668154228,1.3020093717219308
Piechart,0.01,0.8900503785229271,0.010449629193055587,0.011740491825189884,0.0017404918251898837,-1.7415453210286749
Piechart,0.9,0.43197463621814297,0.41755212997041213,0.966612608615179,0.06661260861517893,2.7626168878126487
Piechart,0.95,0.9204122188124446,0.8417452225723233,0.914530691105317,0.035469308894682916,1.8765389056036663
Piechart,0.4,0.6530524794253757,0.36453192684328495,0.5581969877275996,0.1581969877275996,3.995004937341105
Piechart,0.65,0.4022930999577765,0.2924676637279565,0.7270014418806912,0.07700144188069113,2.9681173357507826
Piechart,0.05,0.6129163210803352,0.014353492610281402,0.023418356008176985,0.026581643991823018,1.4767261299702554
Piechart,0.33,0.8727101136422252,0.4392798070445829,0.5033513421899788,0.17335134218997877,4.125992744137554
Boxplot,0.8,0.8771867576909669,0.7539573364291418,0.859517462864802,0.05951746286480197,2.603299058399691
Boxplot,0.3,0.8644788232137304,0.5934031359185176,0.6864287707043194,0.3864287707043194,5.276789830135953
Boxplot,0.7,0.6797813976073286,0.5971506526421881,0.878445121834782,0.178445121834782,4.16747933957109
Boxplot,0.9,0.6912058669562364,0.6322834932178759,0.9147542337888009,0.014754233788800919,0.6784536087449256
Boxplot,0.5,0.5935777348248907,0.3604467757843656,0.6072444342790245,0.10724443427902453,3.4395491297782654
Boxplot,0.9,0.8123881680209158,0.8112215648068916,0.9985639830072042,0.09856398300720415,3.3192419378275115
Boxplot,0.6,0.7889235362864118,0.5354918653986195,0.6787626946956921,0.07876269469569208,3.000228914019526
Boxplot,0.8,0.7069108782842001,0.612424744203308,0.8663393972515645,0.06633939725156446,2.756796948692245
Boxplot,0.2,0.7524072190458461,0.15464950619604778,0.20553963635830638,0.005539636358306371,-0.5585937867084902
Boxplot,0.9,0.6960147227145395,0.6802443469864107,0.9773418934780252,0.07734189347802523,2.9743805104203216
Boxplot,0.7,0.4461712174374157,0.3215280788062388,0.7206383250200119,0.02063832502001195,1.1301615580922062
Boxplot,0.8,0.6112384198323746,0.5708386380136619,0.9339050352401083,0.13390503524010822,3.7565433557841286
Boxplot,0.7,0.6697363322755697,0.4638603782710129,0.6926014849678976,0.007398515032102315,-0.20947565459289066
Boxplot,0.6,0.9395325182092008,0.6000465345496427,0.6386649987308194,0.03866499873081941,1.9969309652077938
Boxplot,0.8,0.9034578222184864,0.6601475363323898,0.7306899338270868,0.06931006617291324,2.818851913889892
Boxplot,0.5,0.6613263764920664,0.4034331003289705,0.6100363068367806,0.11003630683678056,3.4762041828592727
Boxplot,0.9,0.6155109086369676,0.6083018161600386,0.9882876284144285,0.0882876284144285,3.1624941060451763
Boxplot,0.95,0.7260127393700948,0.6870509529034815,0.9463345691421098,0.003665430857890173,-1.0246102145782863
Boxplot,0.4,0.6269501810131707,0.2833120995240761,0.45188933364088846,0.051889333640888435,2.409780136766822
Boxplot,0.9,0.5158711582084842,0.3903560316130317,0.7566928784479034,0.14330712155209657,3.8535677792804015
Barchart,0.2,0.5935449759599198,0.12805895112133825,0.21575273367318612,0.01575273367318611,0.7657667192858256
Barchart,0.1,0.18835463892447046,0.004042046189094428,0.021459764475008625,0.07854023552499138,2.9962122048234665
Barchart,0.65,0.8298701934595326,0.5547175621018354,0.668438951626096,0.01843895162609599,0.9773862943730842
Barchart,0.5,0.39294628938345844,0.22117163591768307,0.5628546238843644,0.06285462388436436,2.680428422592082
Barchart,0.8,0.9885385431288358,0.7336554370964521,0.7421616913128648,0.05783830868713524,2.562872704554281
Barchart,0.85,0.5339136083977344,0.4330225196956089,0.811034805790214,0.03896519420978595,2.0077406872135444
Barchart,0.2,0.5211469798361795,0.07615406247276524,0.14612780159774497,0.053872198402255045,2.4626334272436647
Barchart,0.8,0.5822645128993313,0.4710850106299074,0.8090567090963244,0.009056709096324389,0.043583757700477184
Barchart,0.45,0.9245897326747544,0.37882462337613676,0.40972185823460466,0.04027814176539535,2.0540893178058672
Barchart,0.85,0.69578902598941,0.5926161480293778,0.8517181586568995,0.0017181586568995044,-1.7523598845309072
Barchart,0.8,0.49656569594917777,0.31301345734788255,0.6303565870565466,0.16964341294345342,4.095024884546474
Barchart,0.8,0.2798266187591639,0.20152667962841309,0.7201840930003138,0.07981590699968621,3.0190953035449017
Barchart,0.9,0.2120000345391737,0.19621706734270972,0.9255520536552196,0.02555205365521962,1.4223435486191978
Barchart,0.55,0.9279726991582267,0.4918439734093428,0.5300198743513677,0.019980125648632385,1.086112909732335
Barchart,0.95,0.09875420250597355,0.08355585679523925,0.8460992512210812,0.10390074877891875,3.394387218431011
Barchart,0.6,0.9809577854023968,0.3916957553184106,0.39929929824425,0.20070070175575,4.335931254138471
Barchart,0.7,0.9281657938815265,0.49033902820141706,0.5282881910039503,0.17171180899604965,4.112381612202893
Barchart,0.1,0.8205119401604462,0.023663890523312636,0.028840397518999302,0.0711596024810007,2.8561810306386315
Barchart,0.1,0.09230439791893441,0.006041567076563226,0.06545264594942901,0.034547354050570994,1.8398529551098293
Barchart,0.9,0.9110246098990145,0.8344158781841674,0.9159092620743374,0.015909262074337405,0.7789875117777277
Piechart,0.09,0.09466786863254018,0.02135669980594113,0.22559607725868028,0.13559607725868028,3.7744821748181376
Piechart,0.4,0.4308220788782062,0.3882747020768644,0.9012414198637901,0.5012414198637901,5.651027057098048
Piechart,0.9,0.6469409936769499,0.5759528270876668,0.8902710335515838,0.009728966448416254,0.13474224651727634
Piechart,0.04,0.7602185878390251,0.032432521064121644,0.04266209953681003,0.002662099536810028,-1.3539850171750911
Piechart,0.03,0.7321757583224906,0.02392369695681196,0.032674800667566825,0.0026748006675668262,-1.3493087104921155
Piechart,0.9,0.35330591096173936,0.3505061798610718,0.9920756177188025,0.09207561771880246,3.2222731527049175
Piechart,0.2,0.5127662881342958,0.1358781603410062,0.2649904322598897,0.06499043225988971,2.7277120873475718
Piechart,0.03,0.6657280120250042,0.03101463389440462,0.04658754526501693,0.016587545265016934,0.8349170907259917
Piechart,0.6,0.7510706559824281,0.4080254015911575,0.5432583450586886,0.05674165494131134,2.5358453098784217
Piechart,0.07,0.892137142816654,0.0676709216170106,0.07585259975093075,0.005852599750930748,-0.49358090671083493
Piechart,0.7,0.7166570739066891,0.4924033477679459,0.6870836355297852,0.012916364470214714,0.5024695653311102
Piechart,0.04,0.30264661167313056,0.022537360298755527,0.07446757845449366,0.03446757845449366,1.8366342733450032
Piechart,0.33299999999999996,0.7885959407019443,0.3699952438181871,0.46918228299380704,0.13618228299380708,3.780649029497814
Piechart,0.09,0.8850464490921086,0.12862910463534138,0.1453359931191077,0.055335993119107696,2.5004449831203583
Piechart,0.9,0.5105774890272701,0.3823233523014484,0.7488057356971107,0.1511942643028893,3.9302099650287525
Piechart,0.33299999999999996,0.9739010612314244,0.4341738855645465,0.44580902809117634,0.11280902809117638,3.5117087394057274
Piechart,0.6,0.7493827354901879,0.471323858977112,0.6289494495343673,0.02894944953436729,1.594522252819353
